age,male,married,ln_wage,rural_hk,familysize,old_ratio,child_ratio,ln_property,ln_transfer,edu_my,ifsocial,social_rate_h,ln_pce,ln_indinc_cr,year2,citycode2
32,1,1,7.8240461,1,3,0,0.33333334,0,0,2,0,0,11.67163716,9.317399444,1,85
34,1,1,6.7254338,0,5,0,0.40000001,0,0,2,0,0,10.03363824,7.853993087,1,85
44,0,1,6.6200733,0,5,0,0,7.1708884,0,1,1,0.16943522,11.65442503,9.647304147,1,85
46,1,1,7.8240461,0,4,0,0.5,5.1219778,0,3,0,0,9.841612149,9.305650552,1,85
45,0,1,6.9077554,0,4,0,0.5,0,0,1,0,0.18367347,9.959867886,8.517193191,3,85
47,1,1,7.6009026,0,4,0,0.25,0,0,2,1,0.18367347,10.74720759,9.392661929,5,85
42,0,1,6.9077554,0,4,0,0.5,0,0,1,0,0,10.02127059,9.017968479,1,85
47,0,1,7.6009026,0,4,0,0,5.5254531,0,2,0,0,11.03149682,10.46310334,3,85
41,1,1,6.7254338,0,3,0,0.33333334,6.1040487,0,1,0,0,9.722684842,9.521738947,1,85
44,1,1,7.6417246,1,4,0,0.25,0,0,1,0,0,10.56720592,9.791829471,1,85
41,0,1,7.3132205,1,4,0,0,0,0,1,1,0.14285715,10.51975369,10.30899433,5,85
28,1,0,8.0063677,1,1,0,0,0,0,4,0,0,10.93844981,11.00209984,5,86
58,1,1,7.8240461,1,5,0,0,0,0,3,0,0,11.09163581,10.08580911,5,85
49,1,1,7.3132205,1,4,0.25,0.25,0,0,1,0,0,9.298351249,9.328123408,5,85
26,1,0,8.5171928,1,3,0.33333334,0,0,0,3,0,0,10.56874953,10.57131693,5,85
24,0,0,8.2940493,1,1,0,0,0,0,4,0,0,10.94693943,10.77895629,5,75
26,1,0,8.5171928,1,1,0,0,0,0,4,1,0.056074765,11.8473957,11.19821472,5,75
42,1,1,8.0063677,1,4,0,0.25,0,0,3,0,0,11.2708539,9.210340372,5,34
48,0,1,6.9877982,0,4,0.25,0.25,0,6.5525079,2,1,0.23349056,10.55529177,8.58485184,1,34
24,1,0,7.1701198,0,3,0.33333334,0,0,5.2167459,4,1,0.13333334,9.525880773,8.909235279,3,34
40,0,1,8.5171928,0,3,0,0.33333334,0,0,4,1,0.13675214,10.90411943,10.81977828,5,34
44,1,1,10.126631,0,3,0,0.33333334,0,0,4,1,0.034968171,12.22861661,11.10746032,3,34
46,0,1,8.2940493,0,3,0,0,0,0,3,0,0,11.28451808,9.721165956,5,34
39,1,1,9.028019,0,3,0,0,0,0,4,1,0.082919464,10.89488576,10.6438363,1,34
30,1,1,8.5171928,0,3,0,0.33333334,0,0,4,1,0.16528925,11.3304439,10.59663473,3,34
25,1,0,7.5047584,0,3,0,0,0,7.003974,3,1,0.069171652,9.631678829,9.36449108,1,34
27,1,0,7.6962128,0,3,0,0,0,6.9087548,3,0,0,10.45708527,9.546812609,3,34
35,1,1,7.6255951,0,3,0,0.33333334,0,0,3,1,0.092920355,10.4157122,8.944637185,3,34
38,0,1,7.418581,0,3,0,0,0,0,3,1,0.082568809,10.14760951,8.918203927,1,34
40,0,1,8.0063677,0,2,0,0,0,0,3,1,0.05956113,10.81013191,9.61580548,3,34
60,0,1,6.6200733,0,5,0,0,0,0,1,0,0,11.04132055,9.740968623,1,34
27,0,1,8.0063677,0,4,0,0.25,0,6.6858611,3,1,0.047619049,9.789198406,9.952277717,3,34
39,0,1,7.6417246,0,4,0,0.25,0,0,4,1,0.1473397,11.36674295,10.84933709,1,34
42,0,1,7.130899,0,3,0,0,6.2166061,0,2,0,0,10.83565163,11.03488966,1,34
51,1,1,6.7254338,1,4,0,0.25,0,0,3,0,0,10.1980211,9.964112174,1,34
39,1,1,8.2940493,1,4,0,0.5,0,0,3,0,0,10.69376144,9.433483923,3,34
33,0,1,6.7254338,1,2,0,0,0,0,1,0,0,9.729134165,9.655026193,1,34
37,1,1,8.6995144,0,2,0,0,0,0,3,0,0,11.23519372,10.81977828,3,34
59,1,1,7.0030656,0,3,0,0.33333334,0,5.5254531,1,0,0,10.35837754,8.594154233,1,34
41,0,1,7.6809454,1,5,0,0.2,0,0,1,0,0,11.31496221,9.591512788,1,34
34,0,1,6.7254338,1,4,0,0.5,0,0,2,0,0.074074075,10.60351104,9.263881139,1,34
44,0,1,7.0030656,1,4,0,0.25,0,5.1219778,1,0,0,10.76890595,9.20532783,1,34
24,0,0,8.1605186,1,1,0,0,0,0,4,1,0.071618035,10.90961899,11.36210258,5,34
41,0,1,6.4377518,1,5,0.2,0.2,0,5.8121386,2,0,0,10.049318,9.148464968,1,34
34,1,1,8.4763708,1,4,0,0.5,0,0,1,0,0,11.27720313,9.61580548,3,34
38,0,1,8.0063677,1,4,0,0.5,0,0,2,0,0,11.80663931,9.964112174,5,34
38,0,1,7.1701198,1,3,0,0.33333334,0,6.229825,2,0,0,10.53316231,9.799607385,3,34
43,0,1,7.0030656,1,4,0,0.25,0,4.9003243,1,0,0.046104927,10.62230248,9.778491062,1,34
44,1,1,8.1315308,1,4,0,0,0,6.0661082,2,1,0.0990991,10.72678542,9.698306702,3,34
46,1,1,8.1315308,1,4,0,0,0,0,2,1,0.0990991,11.0983187,9.433483923,5,34
45,0,1,7.1701198,1,3,0,0,0,0,1,0,0,10.31493473,9.074902363,3,34
47,0,1,7.1701198,1,3,0,0,0,3.753418,1,0,0,12.11176197,9.721165956,5,34
49,1,1,9.2103405,1,4,0,0,0,4.5815601,1,0,0,11.13254314,10.10405824,5,75
41,0,1,8.0063677,1,4,0.25,0,0,0,2,1,0.063962556,11.22230575,10.46071959,5,75
24,1,0,7.7406645,1,1,0,0,0,0,4,0,0,10.66289053,10.59663473,5,75
31,1,1,7.9781966,1,1,0,0,4.9605107,0,4,1,0.06776049,9.84394984,10.56617553,1,75
48,0,1,7.495542,1,3,0,0,0,0,1,0,0,10.20618138,9.680344001,5,75
28,0,1,7.6496925,1,5,0,0.2,5.1219778,0,2,0,0.058610272,10.79137881,9.60238246,3,75
55,1,1,7.7406645,1,4,0,0,4.7678556,0,2,0,0,10.04020138,8.888756748,1,75
59,0,1,7.1701198,1,2,0,0,0,4.4347773,1,0,0,9.828225068,10.25238231,5,75
50,0,1,7.3132205,0,1,0,0,0,0,3,0,0,10.22121375,9.987093136,1,75
49,0,1,7.6009026,1,4,0,0,0,0,1,0,0,9.992413762,9.838949031,3,87
50,1,1,7.8240461,1,4,0,0,0,0,1,0,0,10.9467633,9.39276609,5,87
46,0,1,6.7254338,1,2,0,0,0,0,1,0,0,10.65772983,9.903487553,1,87
29,1,1,8.1117277,1,3,0,0.33333334,0,0,3,1,0.069767445,10.73334856,9.637784365,1,87
45,0,1,7.130899,1,4,0,0,0,3.5361166,1,1,0.11221591,10.66895539,9.632964682,1,87
40,1,1,8.3348713,1,3,0,0.33333334,0,0,4,1,0.034583844,10.93773908,9.936277343,1,87
49,0,1,7.1954374,0,3,0,0,0,5.5254531,2,0,0,11.06538758,9.791624497,1,87
51,0,1,7.6009026,0,3,0,0,0,6.7266331,2,0,0,10.01860036,9.498022419,3,87
40,1,1,7.467371,0,3,0,0,6.3985949,0,2,1,0.12318221,11.10645986,10.00784757,1,87
48,0,1,7.6009026,0,3,0,0,0,0,2,0,0,10.89588711,9.798127037,5,87
39,0,1,6.9077554,0,3,0,0.33333334,0,0,2,0,0,10.22194128,10.02127059,1,87
43,0,1,7.2793188,0,3,0,0,0,0,2,0,0,11.13283566,9.680344001,5,87
30,1,1,8.1117277,0,5,0,0.2,0,8.1608038,3,1,0.067462437,11.05564061,10.24991012,1,87
35,0,1,7.8632669,0,5,0,0.2,0,8.2943001,3,1,0.086115994,11.88834365,10.37349118,5,87
45,0,1,9.028019,0,4,0,0,0,0,3,0,0,11.62928527,10.15618991,1,87
30,1,0,8.2940493,1,3,0,0,0,0,2,0,0,11.79479065,10.45353393,5,87
28,1,1,8.5171928,1,3,0,0.33333334,4.2145939,2.8716795,2,0,0,10.59513361,10.79274964,5,27
36,1,1,7.4383836,0,3,0,0.33333334,0,0,2,1,0.17557251,11.00874438,9.305650552,1,87
53,1,1,7.6009026,0,5,0,0,0,4.6944013,1,0,0,10.07542202,10.35647218,5,87
46,1,1,7.130899,0,4,0,0.25,0,4.8362818,2,0,0,10.74720759,8.973984927,1,87
28,0,1,8.3348713,0,3,0,0.33333334,0,0,4,1,0.16275868,11.12165908,10.19491259,1,87
33,0,1,7.9373746,1,3,0,0.33333334,0,0,4,0,0.098591551,11.18719532,10.59663473,5,87
24,1,0,7.8240461,0,1,0,0,0,0,4,1,0.21875,9.341368634,10.42228135,1,75
25,0,1,8.2427559,0,5,0,0.2,8.0067005,3.753418,3,0,0,11.99223565,11.04292184,5,75
33,1,0,8.2940493,1,1,0,0,0,3.2580965,2,0,0,9.40244723,10.66895539,5,84
27,1,0,8.1886892,1,1,0,0,0,0,2,0,0,10.14407802,10.1266311,5,34
26,0,1,7.6009026,0,4,0,0.25,0,8.1608038,2,1,0.11504425,11.03521219,9.71111566,3,75
28,0,1,7.6009026,0,4,0,0.25,0,8.0067005,2,1,0.11504425,11.23943554,9.838949031,5,75
42,0,1,7.8240461,0,3,0,0,0,0,2,1,0.21875,10.89042312,9.903654239,5,75
46,0,1,7.3132205,0,5,0.40000001,0,0,8.8100119,2,0,0,10.90613945,9.968338525,3,75
31,1,1,7.7832241,0,3,0,0.33333334,0,0,4,1,0.087452471,10.21097225,10.50962339,5,75
39,0,1,7.495542,0,5,0.2,0.40000001,0,8.2732515,2,1,0.11764706,11.02614184,9.903487553,5,75
50,0,1,7.6009026,0,5,0.2,0,0,0,2,1,0.10714286,11.77375008,10.08580911,3,75
50,0,1,7.418581,0,4,0,0.5,0,0,3,0,0,10.30761844,9.814656339,1,88
49,1,1,7.8240461,0,3,0,0,0,0,4,0,0,10.57131693,10.30895266,1,88
51,1,1,8.6995144,0,3,0,0,0,0,4,1,0.031441048,11.62339292,10.49127422,3,88
31,0,1,7.130899,1,5,0,0.2,0,0,4,1,0.20886077,10.83840375,8.853665428,1,88
44,0,0,8.2940493,0,1,0,0,0,0,4,1,0.19938335,11.1927202,10.77895629,1,75
48,0,0,8.5171928,0,1,0,0,0,0,4,1,0.16528925,11.33881014,11.69524702,5,75
33,1,1,8.1117277,0,3,0,0.33333334,0,0,3,1,0.051233396,10.89729473,10.1911696,1,87
38,0,1,8.0063677,0,2,0,0.5,0,0,3,1,0.068322979,10.24920266,9.76995616,5,87
40,0,1,7.6009026,0,3,0,0.33333334,0,3.9318256,4,1,0.12328768,10.51488223,9.98660249,1,87
49,1,1,7.6417246,0,3,0,0,0,0,2,1,0.067164183,10.59388094,10.21342021,1,87
51,1,1,8.1016779,0,3,0,0,0,0,2,1,0.075757578,11.02744265,10.08580911,3,87
46,1,1,7.8240461,0,3,0,0,6.7266331,0,3,1,0.07992062,10.50122455,9.721165956,3,87
48,1,1,7.5496092,0,4,0.25,0,6.2166061,7.6014023,3,1,0.094567403,10.6344121,9.903487553,5,87
34,0,1,8.2940493,0,3,0,0.33333334,0,0,4,0,0,11.38962725,11.33060394,5,87
41,0,1,6.6200733,0,4,0,0,0,0,1,0,0,10.39647502,9.640729155,1,83
47,0,1,6.9077554,1,3,0,0.33333334,0,4.9003243,1,0,0,10.37648669,8.732304571,1,89
42,1,1,8.2940493,1,4,0,0.25,7.6014023,6.5037889,2,0,0,10.62381206,9.903487553,1,34
31,1,1,8.0391569,1,5,0,0.2,0,6.4785094,3,0,0,10.84095252,9.422220731,5,34
40,0,1,8.0063677,1,4,0,0,8.2943001,7.291429,4,0,0,11.95272759,10.01681624,3,34
44,1,1,7.6417246,1,3,0.33333334,0,0,0,1,0,0,10.21097225,9.028018775,1,34
30,1,1,8.3428402,1,4,0,0.25,0,0,4,1,0.062199425,12.18597197,9.798127037,3,34
27,1,1,8.1117277,1,4,0,0.25,0,0,4,1,0.061913699,10.34560598,9.915910073,1,88
46,1,1,7.6255951,0,4,0,0.25,6.0346837,0,3,1,0.078200974,10.86818742,9.528794103,3,88
33,1,1,8.8536654,0,3,0,0.33333334,7.09091,0,4,1,0.099105299,11.5835703,11.17698638,3,75
28,1,1,8.0604343,1,3,0,0.33333334,0,0,4,1,0.053784858,10.3722404,10.08946907,1,88
51,0,1,7.495542,0,3,0,0,0,0,1,0,0,10.53911155,10.80371662,5,88
38,1,1,8.0063677,0,5,0,0,0,0,2,0,0,10.90448701,9.980448594,5,88
34,1,1,7.8240461,0,4,0,0.5,0,0,1,0,0,10.85197438,9.146312035,1,88
40,1,0,8.1605186,0,3,0,0.33333334,0,0,4,1,0.038989566,10.53289589,9.546812609,3,88
29,0,1,8.4301815,1,4,0,0.25,0,0,4,1,0.037324023,11.09467902,10.70750504,1,88
49,1,1,7.8885846,0,3,0,0,0,0,2,0,0,10.10805972,9.790692021,1,88
43,1,1,8.3348713,0,3,0,0.33333334,0,0,1,0,0.071322434,10.17884398,10.30739592,1,88
34,0,1,7.9010072,0,5,0,0.2,0,8.3895874,4,0,0,12.36700031,10.04498711,5,88
35,1,1,10.491274,0,5,0,0.40000001,0,7.1708884,4,1,0.005793234,11.61095921,10.04845332,5,88
45,0,1,6.7254338,0,3,0,0,0,0,3,0,0,10.31824271,9.570343083,1,88
28,0,1,7.3132205,1,1,0,0,0,0,2,0,0,10.10805972,9.903487553,3,90
29,0,1,7.8240461,1,4,0,0.5,0,0,2,1,0.0695673,10.75896615,9.940301526,1,87
48,1,1,7.130899,0,3,0,0,0,0,2,1,0.13358538,10.39879336,9.421573272,1,87
50,1,1,7.7832241,0,3,0,0,0,0,2,1,0.083969466,10.15034763,9.498022419,3,87
44,1,1,8.5171928,0,4,0,0,0,4.8362818,4,0,0.10329986,10.3722404,9.922063938,1,87
49,0,1,7.6009026,1,2,0,0,0,0,1,1,0.10554562,9.910959567,9.798127037,5,87
48,1,1,7.1701198,0,4,0,0,0,4.5729914,1,1,0.13964263,10.31347575,9.644554893,1,87
36,1,1,8.3348713,0,3,0,0.33333334,0,0,3,1,0.076881461,11.47272828,9.777168148,1,87
45,0,1,6.9077554,0,3,0,0,0,0,2,1,0.16666667,10.53688473,8.987196821,5,88
41,1,1,7.130899,1,3,0,0.33333334,0,0,3,1,0.18181819,10.01054662,9.104979856,1,88
43,1,1,7.3132205,1,3,0,0,0,0,3,1,0.16666667,10.48640125,9.210673616,3,88
30,0,1,7.5496092,1,3,0,0.33333334,0,0,3,1,0.11627907,10.1246291,9.655239824,5,88
38,0,1,9.3644915,0,3,0,0.33333334,0,0,4,1,0.034766167,11.66427222,12.61153775,1,88
31,1,1,7.418581,0,4,0,0.25,0,0,2,1,0.14888047,10.72889031,9.712327047,1,88
33,1,1,8.0063677,0,4,0.25,0.25,0,6.3704715,2,0,0,10.95115736,9.680500239,3,88
35,0,1,7.6009026,0,4,0.25,0.25,0,4.2858829,3,1,0.15611814,10.33384038,8.334471555,5,88
45,0,1,5.9269261,1,5,0,0,0,4.1510401,1,0,0,10.45754506,8.589625493,1,88
47,1,1,7.0900769,0,5,0,0.2,0,0,1,1,0.13793103,10.3870242,7.965545573,1,88
49,1,1,6.9077554,0,5,0,0.2,0,0,1,1,0.12337662,10.85784449,8.699514748,3,88
41,1,1,8.0063677,0,4,0,0.25,0,0,3,0,0.0990991,10.84856009,9.61580548,3,88
43,1,1,8.0063677,0,5,0.40000001,0,0,0,3,0,0.0990991,11.46478509,9.546884035,5,88
32,1,1,8.0063677,0,4,0,0.5,0,0,3,1,0.05956113,10.42614293,9.104979856,1,88
47,1,1,8.0063677,0,3,0,0,0,0,2,0,0.12587412,10.93185619,10.27173527,1,88
49,1,1,7.6009026,0,3,0,0,0,6.0346837,2,0,0.10564561,10.55628138,9.816476212,3,88
51,1,1,8.0063677,0,3,0,0,0,6.1758671,2,1,0.0625,10.99002726,10.18816509,5,88
37,0,1,6.7254338,0,2,0,0.5,0,0,1,0,0,10.01815463,9.433483923,1,88
40,0,1,6.7254338,0,4,0.25,0.25,0,7.09091,3,1,0.15254238,10.38837979,9.259130536,1,86
45,0,1,7.130899,0,3,0,0,0,0,2,1,0.094202898,9.61580548,8.517193191,1,86
56,1,1,7.6417246,0,3,0,0,0,0,1,0,0,10.40153184,9.015237481,1,86
23,0,0,7.9302063,1,1,0,0,0,0,3,0,0,10.12787034,10.49127422,3,90
26,1,0,8.6995144,1,1,0,0,0,4.4347773,4,1,0.16301887,10.56359488,11.17745273,3,90
30,1,1,8.0063677,1,3,0,0.33333334,0,0,3,1,0.068322979,10.48882678,9.210340372,3,90
47,0,1,6.2146082,1,3,0,0.33333334,0,0,1,0,0,10.03714394,7.61085279,3,86
48,1,1,6.3969297,1,4,0,0,0,0,3,0,0,9.839482223,7.882314919,5,86
57,1,1,5.7037826,1,3,0,0,0,0,1,0,0,9.693753688,9.840680758,1,86
55,1,1,7.20786,1,3,0,0,0,0,1,0,0,9.76537425,8.699514748,5,86
48,1,1,7.6009026,1,4,0,0,0,0,1,0,0,10.52782042,9.754600811,5,86
43,1,1,8.0063677,1,5,0,0,1.6422278,0,1,0,0,11.01665999,9.222466552,1,86
48,1,1,7.418581,1,4,0,0.25,2.0368819,0,2,0,0,10.59011352,9.123692565,1,86
40,0,1,7.6009026,1,3,0,0.33333334,0,0,1,0,0,10.99876094,9.76995616,5,86
28,1,0,9.2103405,1,1,0,0,0,0,4,1,0.083813518,11.73138607,11.8493977,5,89
22,1,0,8.2940493,1,1,0,0,0,0,1,0,0,10.48838115,10.81977828,5,89
42,1,1,7.418581,1,5,0,0,3.9318256,0,1,0,0,10.56204329,9.460476328,1,89
44,1,1,6.5022902,1,5,0,0.40000001,0,0,1,0,0,10.75149944,8.556413905,1,89
49,1,1,8.2940493,1,5,0,0.40000001,0,0,1,0,0,11.10224679,9.560997244,3,89
49,0,1,7.3132205,0,5,0,0.40000001,0,0,1,0,0,11.04595722,10.59850798,5,86
38,0,1,7.8240461,1,2,0,0,0,0,1,0,0,10.73247596,10.30895266,5,85
37,0,1,7.6009026,1,3,0,0.33333334,0,0,3,0,0,10.30961911,9.522715081,5,86
41,1,1,7.6009026,1,4,0,0.25,0,2.8716795,1,0,0,10.77394375,9.495519314,3,86
43,1,1,7.6009026,0,4,0,0,0,0,1,0,0,11.01928467,9.971204611,5,86
54,1,1,6.2146082,1,5,0,0,0,4.4347773,2,0,0,10.46572846,9.664595644,1,89
23,1,0,8.0063677,1,1,0,0,0,0,4,1,0.0625,10.29890232,10.61643736,3,89
30,1,1,8.0063677,1,3,0,0,0,0,1,0,0,10.18111929,10.54534144,5,89
23,0,0,7.8240461,1,1,0,0,0,0,3,1,0.10714286,10.41959918,10.30895266,5,75
41,1,1,7.1954374,1,5,0,0.2,0,3.753418,1,0,0,10.11358639,8.283494126,1,89
43,1,1,7.6009026,1,5,0,0.2,4.8362818,0,1,0,0,9.462654301,9.179084796,3,89
49,0,1,6.8023949,1,3,0,0,0,0,1,0,0,10.21975708,9.903487553,5,86
51,1,1,5.9914646,1,3,0,0,0,0,1,0,0,9.470394277,8.556413905,3,86
50,1,1,6.9077554,1,5,0,0.2,0,0,2,0,0,10.835691,10.04975866,1,80
42,0,1,6.6846118,1,4,0,0.25,0,1.6422278,1,0,0,9.592877975,8.553042844,3,80
44,0,1,6.6846118,1,4,0,0,0,2.8716795,1,0,0,9.489486113,9.437675128,5,80
47,1,1,7.3132205,1,5,0,0.2,0,0,1,0,0,9.7433188,8.751834834,3,80
57,1,1,7.6009026,1,3,0,0,0,3.5361166,2,0,0,10.12583078,9.618025215,3,80
25,1,0,8.1605186,1,1,0,0,0,0,4,0,0,10.18036143,10.6454249,5,88
44,1,1,6.3687587,1,3,0,0.33333334,0,2.2335923,1,0,0,10.45449497,9.116029693,1,80
57,1,1,8.1605186,0,3,0,0,0,3.0040312,3,0,0,11.4919061,10.41661054,5,80
46,0,1,7.6962128,1,5,0.40000001,0.2,0,5.2257466,2,0,0,11.46032605,9.588434283,5,80
47,0,1,7.0900769,1,4,0,0.25,0,0,1,0,0,10.59312859,8.949332687,3,80
58,1,1,7.1701198,1,5,0,0.2,0,2.7725887,3,0,0,10.03319916,9.782223465,3,80
32,1,1,8.6995144,1,2,0,0,0,0,4,1,0.034476753,10.46766435,9.433483923,5,34
35,1,1,8.6995144,1,1,0,0,0,0,3,1,0.015971605,10.54507825,11.1844214,3,34
46,1,1,7.256062,1,5,0,0.2,0,0,1,0,0,11.09467902,8.857987332,1,90
58,1,1,7.1954374,1,3,0,0,0,2.6625879,2,0,0,11.31496221,8.717136322,1,90
34,1,1,8.5171928,1,1,0,0,0,0,2,0,0,8.919988071,10.81977828,5,90
29,0,1,8.0063677,1,5,0,0.40000001,0,0,3,1,0.093655586,10.17975472,8.699514748,5,90
41,0,1,7.755053,1,5,0,0.40000001,0,0,2,0,0,9.670293665,9.383284767,1,91
43,0,1,6.9077554,1,5,0,0.40000001,3.0445225,0,2,0,0,10.32548196,8.771525284,3,91
43,1,1,7.9010072,1,4,0.25,0.5,0,4.3307333,1,0,0,10.0367064,9.102198213,3,91
41,0,1,7.6009026,1,1,0,0,0,0,2,0,0,9.711358055,9.903487553,3,34
35,1,1,7.418581,1,4,0,0.5,0,0,3,0,0,10.9252188,8.817297784,1,91
38,1,1,6.820744,1,4,0,0.5,0,2.2942169,1,0,0,9.92034467,8.39208338,1,91
51,1,1,7.3132205,1,5,0,0,0,1.8718022,3,0,0,10.11212642,8.374061624,1,92
43,0,1,7.4383836,1,4,0.25,0,0,7.4012313,2,1,0.10761155,10.27367085,9.149634497,3,92
42,0,1,7.418581,0,4,0,0.25,0,0,2,0,0,10.23063069,9.534776175,1,92
46,1,1,6.9565454,0,4,0,0.25,0,1.2527629,1,0,0,11.43647629,9.286838343,3,92
32,0,1,7.2442274,1,2,0,0,0,0,2,0,0,10.36249343,9.952277717,3,92
56,0,1,6.8669333,1,2,0,0.5,0,7.0698743,2,0,0,11.72642264,9.43986353,3,92
37,1,1,8.0063677,1,5,0,0.40000001,0,10.973989,1,0,0,10.36470268,11.90236959,3,92
52,1,1,6.9077554,1,3,0,0,0,0,3,0,0,10.14878391,9.917554843,3,92
47,1,1,8.0063677,1,2,0,0,0,2.4709203,1,0,0,10.2061075,9.665547572,3,92
46,1,1,8.0063677,1,4,0,0,0,4.6555462,1,0,0,10.64256366,9.257462479,3,92
44,0,1,7.130899,1,5,0,0,0,4.8362818,1,0,0,10.51488223,8.820016884,1,92
59,1,1,7.495542,1,2,0,0,4.6151204,4.2145939,2,0,0,9.701616136,9.468464892,3,92
30,0,1,7.3132205,1,4,0,0.25,3.753418,2.6026897,2,1,0.12280702,11.04847439,8.498519926,3,92
40,1,1,8.0063677,0,4,0,0.25,0,0,4,1,0.07692308,10.79466558,10.05276926,1,92
24,0,1,7.3132205,1,3,0,0.66666669,4.6944013,0,2,0,0,11.27791174,8.396907063,3,92
32,0,1,7.7406645,1,3,0,0.33333334,0,2.8716795,2,0,0,11.25849762,9.551563235,3,92
28,0,0,7.8811822,1,1,0,0,0,0,4,1,0.086296171,9.834137474,10.49127422,5,93
58,1,0,7.495542,1,5,0,0,0,7.6014023,4,1,0.28,10.29654264,10.8421658,3,93
25,1,0,8.1016779,1,1,0,0,0,0,2,0,0,10.05620864,10.54534144,3,93
22,1,0,8.0709057,1,1,0,0,0,0,3,0,0,10.01189343,10.59663473,3,34
51,1,1,7.7406645,0,3,0,0,0,6.5037889,3,1,0.20689656,10.93346405,9.446729176,3,94
39,1,1,8.7795572,0,5,0,0.2,0,8.5173931,3,1,0.038582187,12.36700031,10.37349118,3,94
42,0,1,8.0063677,0,5,0,0,0,7.8244457,2,0,0,12.23660185,9.680344001,3,94
59,1,1,7.2442274,1,4,0,0.25,6.0738125,0,1,0,0,10.13221548,8.612503371,1,94
38,0,1,7.8240461,0,4,0,0.25,0,0,4,1,0.067164183,11.24791771,8.9226583,1,94
42,1,1,6.7254338,1,5,0,0.2,0,3.7416301,2,0,0,9.109414453,8.821555345,1,94
22,1,0,7.6009026,1,4,0.5,0,0,5.3115625,1,0,0,11.60914432,9.76995616,5,94
25,0,0,8.0063677,1,3,0,0.33333334,0,6.8035054,4,1,0.11764706,10.95430918,10.12982599,5,94
49,1,1,6.9077554,1,2,0,0,0,2.5055258,1,0,0,10.46709536,10.27735879,5,94
41,1,1,8.0063677,1,5,0.2,0.2,0,4.7535901,1,0,0,11.06632581,6.601230119,3,94
42,0,1,7.1701198,1,3,0,0,0,0,2,1,0.10591472,10.26255962,9.5079728,3,94
44,1,1,7.6009026,1,3,0,0,0,2.1400661,1,0,0,10.57796147,9.497772413,1,94
56,0,1,6.9077554,1,4,0,0.5,0,2.4709203,1,1,0.090909094,9.819018396,9.286050631,1,94
35,1,1,8.1605186,1,5,0,0.2,5.8121386,4.6555462,2,0,0,10.37380363,9.310185707,3,94
39,0,1,6.5629148,1,5,0,0,0,2.1400661,1,0,0,10.27298,9.290813756,1,94
41,0,1,7.6962128,1,5,0,0,0,5.0968132,1,0,0,10.05319983,7.691656823,3,94
57,1,1,8.1886892,0,5,0,0.2,0,8.1972637,2,0,0,11.29412248,10.30868596,1,94
43,1,1,8.1117277,1,5,0,0.2,7.09091,0,1,0,0,10.05620864,10.20210957,1,94
44,0,1,7.3132205,1,3,0,0,0,3.2580965,1,0,0,9.667512022,9.210340372,5,94
31,0,1,7.495542,1,4,0,0.5,0,0,2,0,0,10.90264776,9.433483923,5,94
42,1,1,7.3132205,0,4,0.5,0.25,0,7.7948232,3,1,0.11764706,10.12181955,9.374243343,1,95
57,0,1,7.377759,1,3,0,0,0,3.2580965,3,0,0,12.14377162,9.314700387,3,95
31,1,1,8.0063677,1,5,0,0.2,0,0,1,0,0,11.03601806,8.881836305,5,95
43,0,1,7.6009026,1,3,0,0,0,0,1,1,0.090909094,10.9525594,9.565681116,5,95
44,1,1,7.6496925,1,3,0,0,0,4.3307333,2,0,0,10.65749462,8.490164485,3,95
46,1,1,7.6962128,1,1,0,0,5.1704841,4.8362818,1,0,0,10.45751633,10.3609124,3,95
50,0,1,7.495542,1,4,0,0,4.2145939,6.0246577,2,0,0,11.37490401,9.542338328,3,95
47,1,1,6.9077554,1,4,0.25,0,5.0172796,4.6151204,1,0,0,8.80747189,9.695848188,5,95
40,1,1,8.6995144,0,1,0,0,0,0,3,1,0.031441048,10.64017304,11.00209984,5,96
43,0,1,7.130899,1,3,0,0,0,0,3,1,0.2937853,10.21097225,10.03451581,1,96
46,0,1,7.5138912,1,3,0,0,0,5.7071104,2,1,0.10277324,9.695232614,9.099781144,1,96
42,1,1,8.3348713,0,3,0,0.33333334,0,4.5290089,4,1,0.12209074,11.29775008,10.24825862,1,96
52,0,1,7.3132205,1,3,0,0.33333334,0,3.2484345,1,0,0,10.56225031,8.804875239,5,96
29,1,1,8.0709057,1,4,0,0.25,3.753418,4.4347773,3,0,0,10.58253581,9.717157974,3,96
31,1,1,8.0709057,1,4,0,0.25,5.1219778,3.6506581,3,0,0,10.25583314,9.172378866,5,96
50,1,1,6.8023949,1,2,0,0,0,3.9318256,1,0,0,10.09410791,8.476371197,3,96
51,0,1,6.8023949,1,2,0,0,0,3.7553692,2,0,0,9.463431,9.5817315,5,96
47,1,1,5.8091431,1,3,0,0,0,3.9318256,2,0,0,9.979522239,9.049780346,1,96
59,0,1,7.495542,1,4,0,0,3.9796817,1.9218127,1,1,0.14285715,10.48402579,9.104979856,5,96
55,1,1,6.9077554,1,4,0.5,0,0,6.6962109,3,0,0,10.49182962,9.22768901,5,96
27,0,1,7.4383836,1,5,0,0.2,0,3.9318256,1,0,0.1058952,11.5696838,10.28260869,5,96
48,0,1,7.7832241,1,4,0,0.25,0,0,1,0,0,10.51477371,9.433483923,5,96
